Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
216422,"Star Wars: The Last Command (Thrawn Trilogy, #3)",Timothy Zahn,"Zahn, Timothy",,"=""0553564927""","=""9780553564921""",5,Random House Worlds,Mass Market Paperback,467,1993,1993,2006/11/26,2011/07/14,,,read,The third and last book of the Thrawn trilogy - it just continues to get better and better!  No one can tell me they hate Star Wars novels until they have read this series.  I'm serious when I contend that it is actually good literature.,,,1,0
216442,"Star Wars: Dark Force Rising (Thrawn Trilogy, #2)",Timothy Zahn,"Zahn, Timothy",,"=""0553560719""","=""9780553560718""",5,Random House Worlds,Mass Market Paperback,439,1993,1992,2006/10/29,2011/07/14,,,read,"The second book to the Thrawn Trilogy continues the amazing trend that the first book started.  An absolute must read.  There are very few if any books that I reread, but this one (along with the rest of the Thrawn trilogy) will probably be one of them.",,,1,0
216443,"Star Wars: Heir to the Empire (Thrawn Trilogy, #1)",Timothy Zahn,"Zahn, Timothy",,"=""0553296124""","=""9780553296129""",5,Bantam Spectra,Mass Market Paperback,404,1992,1991,2006/10/16,2011/07/14,,,read,"Now here is a Star Wars book that is of real quality:  a complex, thrilling plot; one of the best characters in literature (Thrawn - and that's no joke), and good writing.  This book brings Star Wars novels to a whole new level.  Whatever you've heard about how junky Star Wars novels are, completely does not apply to this book.  Not only is it great story, it's great literature.  Zahn is simply amazing!  The characters he draws are incredibly well-done and the plot does not let up.  I would recommend this book and the rest of the Thrawn trilogy to be the first Star Wars novels people should pick up.",,,1,0
34646,"The Centurions (The Centurions, #1)",Damion Hunter,"Hunter, Damion",,"=""0345296915""","=""9780345296917""",2,Ballantine Books,Mass Market Paperback,384,1981,1981,2006/10/07,2011/07/14,,,read,"I would not recommend this book.  It was too vulgar for my taste in places.  However, it is a fascinating look at Roman history through fiction, which I did enjoy.  The Roman times fascinate me.",,,1,0
569399,"Star Wars: Medstar II - Jedi Healer (A Clone Wars Novel, #5)",Michael Reaves,"Reaves, Michael",Steve Perry,"=""0345463110""","=""9780345463111""",3,Del Rey,Mass Market Paperback,302,2004,2004,2006/10/06,2011/07/14,,,read,"Also, not the best Star Wars novel, but not bad, and a good story.",,,1,0
548314,"Star Wars: Medstar I - Battle Surgeon (A Clone Wars Novel, #4)",Michael Reaves,"Reaves, Michael",Steve Perry,"=""0345463102""","=""9780345463104""",3,Random House Worlds,Mass Market Paperback,309,2004,2004,2006/09/04,2011/07/14,,,read,"Not the best Star Wars novel, but good.",,,1,0
649387,The Hoosier Schoolmaster: A Story of Backwoods Life in Indiana,Edward Eggleston,"Eggleston, Edward","F. Opper, W.E.B. Starkweather","=""1406517801""","=""9781406517804""",3,Dodo Pr,Paperback,165,2007,1871,2006/08/16,2011/07/14,,,read,,,,1,0
11696137,Survivor's Quest (Star Wars),Timothy Zahn,"Zahn, Timothy",,"=""0345459172""","=""9780345459176""",5,Random House Publishing Group,Kindle Edition,482,2011,2004,2006/07/22,2011/07/12,,,read,"Zahn is amazing! And I love all his books that relate to Thrawn and Outbound Flight, especially.  In this novel, they examine the wreck and find much they never expected...",,,1,0
121749,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,"Lewis, C.S.",,"=""000720230X""","=""9780007202300""",4,HarperCollins Publishers,Hardcover,240,2005,1951,2006/07/04,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
1023118,How to Study the Bible for Yourself,Tim LaHaye,"LaHaye, Tim",,"=""1565076311""","=""9781565076310""",4,Harvest House Publishers,Paperback,,1998,1976,2006/07/03,2011/07/12,,,read,Excellent - gave me many good ideas.,,,1,0
73186,The Case for Christ,Lee Strobel,"Strobel, Lee",,"=""0310226058""","=""9780310226055""",4,Zondervan,Mass Market Paperback,367,1998,1998,2006/07/03,2011/07/12,,,read,Awesome book!  I loved the systematic discussion of a wide variety of facts.,,,1,0
937150,Phoenix Sub Zero,Michael DiMercurio,"DiMercurio, Michael",,"=""0451406036""","=""9780451406033""",4,Onyx,Mass Market Paperback,464,1995,,2006/04/08,2011/07/12,,,read,,,,1,0
192523,Star Wars: Outbound Flight,Timothy Zahn,"Zahn, Timothy",,"=""034545684X""","=""9780345456847""",5,Del Rey,Mass Market Paperback,480,2007,2006,2006/04/06,2011/07/12,,,read,"One of the best books I've ever read.  Part of the reason for that is the character Mitth'raw'nuruodo.  He stands beside Captain Nemo as one of the greats in literature, in my book.",,,1,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Nina Baym, Thomas E. Connolly","=""0142437263""","=""9780142437261""",3,Penguin Books,Paperback,279,2002,1850,2006/03/10,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
41697,"Cyclops (Dirk Pitt, #8)",Clive Cussler,"Cussler, Clive",,"=""0671704648""","=""9780671704643""",2,Pocket Books,Mass Market Paperback,473,1986,1986,2006/03/10,2011/07/12,,,read,"There was some cruelty and sex in this book that made is not as enjoyable for me.  Besides that, a good read.",,,1,0
84119,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,"Lewis, C.S.",,"=""0439861365""","=""9780439861366""",4,Scholastic Inc,Paperback,224,1995,1954,2006/01/01,2011/07/12,,,read,,,,1,0
41707,"Atlantis Found (Dirk Pitt, #15)",Clive Cussler,"Cussler, Clive",,"=""0425204030""","=""9780425204030""",5,Berkley Books,Mass Market Paperback,530,2004,1999,2005/11/08,2011/07/12,,,read,"Quite possibly the most action packed book I've ever read so far (July 12, 2011).",,,1,0
5470,1984,George Orwell,"Orwell, George",,"=""""","=""""",1,New American Library,Mass Market Paperback,328,1950,1948,2005/11/03,2009/10/18,,,read,"A very sad and hopeless ending, though interesting.  Also, sex scenes, which I am not fond of.",,,1,0
198331,"Valhalla Rising (Dirk Pitt, #16)",Clive Cussler,"Cussler, Clive",,"=""0425204049""","=""9780425204047""",4,Penguin Publishing Group,Paperback,712,2004,2001,2005/09/25,2011/07/12,,,read,,,,1,0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Tormod Haugen, Per Svein Paulsen","=""""","=""""",5,HarperCollins Publishers,Paperback,206,2005,1950,2005/09/22,2011/07/12,,,read,,,,1,0
65605,"The Magician’s Nephew (Chronicles of Narnia, #6)",C.S. Lewis,"Lewis, C.S.",,"=""0060764902""","=""9780060764906""",4,HarperCollins Narnia,Mass Market Paperback,221,2005,1955,2005/09/11,2011/07/12,,,read,"**This book is not the same edition that I read.  I read out of ""The Chronicles of Narnia,"" large edition.",,,1,0
13006,Julius Caesar,William Shakespeare,"Shakespeare, William","Harold Bloom, Roma Gill, William Allan Neilson","=""0198320272""","=""9780198320272""",3,Oxford University Press,Paperback,175,2002,1599,2005/08/17,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
184279,"Star Wars: Jedi Trial (A Clone Wars Novel, #6)",David  Sherman,"Sherman, David",Dan Cragg,"=""0345461150""","=""9780345461155""",3,Random House Worlds,Mass Market Paperback,337,2005,2004,2005/07/01,2011/07/12,,,read,,,,1,0
413043,Star Wars: Darth Maul - Shadow Hunter,Michael Reaves,"Reaves, Michael",,"=""0345435419""","=""9780345435415""",4,Random House Worlds,Mass Market Paperback,332,2001,2001,2005/06/28,2011/07/12,,,read,This was the first book with a sad ending that I truly and thoroughly enjoyed anyway.,,,1,0
100924,"Perelandra (The Space Trilogy, #2)",C.S. Lewis,"Lewis, C.S.",,"=""0007157169""","=""9780007157167""",2,Voyager,Paperback,314,2005,1943,2005/06/26,2011/07/12,,,read,"**This book is not the same edition that I read.<br/><br/>This book is somewhat bizarre and esoteric, not the most interesting of reads, but probably a fun study if one took the time for it.",,,1,0
56495,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,"Warren, Rick",,"=""0310276993""","=""9780310276999""",4,Zondervan Publishing Company,Paperback,336,2007,2002,2005/06/22,2011/07/12,,,read,,,,1,0
136116,The Scarlet Pimpernel,Emmuska Orczy,"Orczy, Emmuska",,"=""1576469239""","=""9781576469231""",4,Quiet Vision Pub,Paperback,182,2005,1905,2005/06/20,2011/07/12,,,read,"**This book is not the same edition that I read.<br/><br/>This is the first and only book I've read as an ebook online (since July 12, 2011).",,,1,0
1237438,"Out of the Silent Planet (Space Trilogy, #1)",C.S. Lewis,"Lewis, C.S.",,"=""0783804113""","=""9780783804118""",3,G K Hall & Co,Hardcover,245,1998,1938,2005/06/20,2011/07/12,,,read,"Very unusual book, but interesting.",,,1,0
529370,Defeating Darwinism by Opening Minds,Phillip E. Johnson,"Johnson, Phillip E.",,"=""0830813624""","=""9780830813629""",3,Intervarsity Pr,Hardcover,132,1997,1997,2005/05/27,2011/07/12,,,read,It's good to know all points of view.,,,1,0
387506,Star Wars: Cloak of Deception,James Luceno,"Luceno, James",,"=""0099439972""","=""9780099439974""",4,Random House,Paperback,368,2002,2000,2005/05/17,2011/07/12,,,read,Awesome story!,,,1,0
55279,A Shiver of Wonder: A Life of C. S. Lewis,Derick Bingham,"Bingham, Derick",,"=""193230732X""","=""9781932307320""",4,"Emerald House Group, Incorporated",Paperback,256,2018,2004,2005/05/02,2011/07/12,,,read,"This book is one that stands out sharply in my mind as pivotal.  I could not see it all at the time, but it gave me much food for thought.",,,1,0
359752,"Escape from the Red Comet (Daystar Voyages, #3)",Gilbert Morris,"Morris, Gilbert",Joseph Meeks,"=""0802441076""","=""9780802441072""",2,Moody Publishers,Paperback,147,1998,,2005/03/29,2011/07/12,,,read,,,,1,0
19691,"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,"Clancy, Tom",,"=""0425172902""","=""9780425172902""",5,Berkley Trade,Mass Market Paperback,432,1999,1984,2005/03/27,2009/10/18,,,read,,,,1,0
1861714,Secret of the Planet Makon / Wizards of the Galaxy / Escape from the Red Comet / Dark Spell Over Morlandria (Daystar Voyages #1-4),Gilbert Morris,"Morris, Gilbert",,"=""""","=""""",2,,Unknown Binding,,1998,1998,2005/03/23,2011/07/12,,,read,"**This book is not the same edition that I read.  I read only the first two, specifically, the second, but it was not listed separately.  The second was not as interesting as the first.",,,1,0
18131,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""0440498058""","=""9780440498056""",3,Yearling Books,Paperback,211,1973,1962,2004/12/27,2011/07/12,,,read,"The story in this book seemed a little bit far out and unusual for some reason to me, so that I could not really get into it.  It was very odd, but interesting overall.",,,1,0
78784,Round the Moon,Jules Verne,"Verne, Jules",,"=""1598183044""","=""9781598183047""",2,Aegypan,Paperback,148,2006,1869,2004/12/19,2011/07/12,,,read,"**This book is not the same edition that I read.  I read it as part of the largeer ""The Works of Jules Verne.""",,,1,0
763453,Silas Marner,George Eliot,"Eliot, George",,"=""055321229X""","=""9780553212297""",3,Bantam Classics,Mass Market Paperback,208,1981,1861,2004/12/01,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
560027,Works of Jules Verne : Twenty Thousand Leagues Under the Sea; A Journey to the Center of the Earth; From the Earth to the Moon; Round the Moon; Around the World in Eighty Days,Jules Verne,"Verne, Jules",,"=""""","=""""",3,Borders Classics ,Leather Bound,729,2004,1929,2004/12/01,2011/07/12,,,read,,,,1,0
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,"=""0141439580""","=""9780141439587""",2,Penguin Books,Paperback,474,2003,1815,2004/10/11,2011/07/12,,,read,"**This book is not the same edition that I read.<br/><br/>I did not enjoy this book nearly as much as Pride and Prejudice, because I'd seen the movie first so there was no suspense and I do not like Emma very much.",,,1,0
32831,The Mysterious Island,Jules Verne,"Verne, Jules","Caleb Carr, Jordan Stump, Sestilio Montanelli","=""0812972120""","=""9780812972122""",5,Modern Library,Mass Market Paperback,723,2004,1875,2004/09/20,2011/07/12,,,read,"This book is similar to Robinson Cruoso, except with five men.  And the mystery on the island really delivers.  The ending is also quite shocking and abrupt.  Very good book!",,,1,0
131359,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",2,Bantam Books,Paperback,352,1978,1937,2004/06/28,2011/07/12,,,read,"This book was too sinister and serious, delving into the mind of the murderers, for me to truly enjoy it.",,,1,0
1665421,The Hunting of the Quark: A True Story of Modern Physics (Touchstone Book),Michael Riordan,"Riordan, Michael",,"=""0671648845""","=""9780671648848""",5,Simon & Schuster,Paperback,399,1987,1987,2004/04/24,2011/07/12,,,read,"This is one of the favorite books I've ever read.  The story of the beginning of quantum mechanics is fascinating!  The great scientists who brought it about were hilarious characters without equal.  I love the author's descriptions of them, and the drama surrounding the existence of the quark.",,,1,0
1188082,"Mystery of the Silver Coins (Viking Quest, #2)",Lois Walfrid Johnson,"Johnson, Lois Walfrid",,"=""0802431135""","=""9780802431134""",4,Moody Publishers,Paperback,208,2003,2003,2004/02/25,2011/07/12,,,read,,,,1,0
33507,Twenty Thousand Leagues Under the Sea,Jules Verne,"Verne, Jules",Anthony Bonner,"=""076072850X""","=""9780760728505""",5,Barnes & Noble,Hardcover,269,2002,1869,2004/02/15,2011/07/12,,,read,This book is completely amazing.  It remained my favorite book I'd ever read for some time.  Captain Nemo is almost without equal.  He is one of the greats in literature.,,,1,0
190209,Scene & Structure (Elements of Fiction Writing),Jack M. Bickham,"Bickham, Jack M.",,"=""0898799066""","=""9780898799064""",5,Writer's Digest Books,Paperback,176,1999,1993,2004/02/01,2011/07/12,,,read,"This book is an absolutely splendid introduction to scenes:  what they are, how they are structured within stories and various other related ideas.  One of my favorite books of all time!",,,1,0
151820,"Secret of the Planet Makon (Daystar Voyages, #1)",Gilbert Morris,"Morris, Gilbert",Dan Meeks,"=""080244105X""","=""9780802441058""",4,Moody Publishers,Paperback,174,1998,1998,2003/12/18,2011/07/12,,,read,,,,1,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",5,Modern Library,Paperback,279,2023,1813,2003/11/11,2009/10/18,,,read,"**This book is not the same edition that I read.  <br/><br/>This is one of my favorite books of all time, and it is deliciously well-written.  A must read, even if you have seen the movies.",,,1,0
8126263,The Last of the Mohicans,James Fenimore Cooper,"Cooper, James Fenimore",,"=""""","=""""",4,Uplifting Publications,Kindle Edition,377,2009,1826,2003/10/01,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
260148,Relativity and Quantum Mechanics: Principles of Modern Physics (Secrets of the Universe),Paul Fleisher,"Fleisher, Paul",,"=""0822529890""","=""9780822529897""",3,Twenty-First Century Books,Library Binding,63,2001,2001,2003/09/23,2011/07/12,,,read,,,,1,0
16316,"The Big Four (Hercule Poirot, #5)",Agatha Christie,"Christie, Agatha",,"=""0007120818""","=""9780007120819""",5,HarperCollinsPublishers,Paperback,272,2002,1927,2003/09/08,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
16342,"Cat Among the Pigeons (Hercule Poirot, #36)",Agatha Christie,"Christie, Agatha",,"=""0425205967""","=""9780425205969""",3,Berkley,Mass Market Paperback,352,2005,1959,2003/08/30,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
3705543,Poirot Investigates,Penelope-Jane Fry,"Fry, Penelope-Jane",,"=""1858480647""","=""9781858480640""",3,EMI,Audio Cassette,,,1986,2003/08/17,2011/07/12,,,read,**This book is not the same edition that I read.  <br/><br/>A collection of 14 stories.,,,1,0
4008479,"Murder in Three Acts (Hercule Poirot, #11)",Agatha Christie,"Christie, Agatha",,"=""0425090418""","=""9780425090411""",3,Berkley Books ,Mass Market Paperback,230,1986,1935,2003/08/12,2011/07/12,,,read,,,,1,0
16343,"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,"Christie, Agatha",,"=""0646418432""","=""9780646418438""",4,Deodand,Paperback,121,2002,1920,2003/08/06,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
223838,In His Steps,Charles Monroe Sheldon,"Sheldon, Charles Monroe",,"=""1557488150""","=""9781557488152""",4,Barbour Publishing,Paperback,96,2002,1897,2003/08/05,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
2965805,Albert Einstein (Inventors and Creators),Sheila Wyborny,"Wyborny, Sheila",,"=""0737712783""","=""9780737712780""",3,KidHaven Press,Library Binding,48,2002,2002,2003/07/17,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
843136,Virus Ground Zero: Stalking the Killer Viruses with the Centers for Disease Control,Ed Regis,"Regis, Ed",,"=""067102325X""","=""9780671023256""",4,Gallery Books,Paperback,256,1998,1996,2003/06/07,2011/07/12,,,read,,,,1,0
35149,Star Wars: The Approaching Storm,Alan Dean Foster,"Foster, Alan Dean",,"=""0345443004""","=""9780345443007""",4,Del Rey Books,Hardcover,344,2002,2002,2003/05/13,2011/07/12,,,read,,,,1,0
916295,Matter and Energy: Principles of Matter and Thermodynamics (Secrets of the Universe),Paul Fleisher,"Fleisher, Paul",,"=""0822529866""","=""9780822529866""",3,Twenty-First Century Books,Library Binding,63,2001,2001,2003/03/04,2011/07/12,,,read,,,,1,0
320361,"Star Wars: Attack of the Clones (Star Wars Novelizations, #2)",R.A. Salvatore,"Salvatore, R.A.",,"=""0099410575""","=""9780099410577""",3,Arrow,Paperback,344,2003,2002,2003/03/03,2011/07/12,,,read,,,,1,0
4686325,Linus Pauling: And the Chemistry of Life (Oxford Portraits in Science),Thomas Hager,"Hager, Thomas",,"=""0195108531""","=""9780195108538""",4,Oxford University Press,Hardcover,144,1998,1998,2003/02/18,2011/07/12,,,read,Linus Pauling is a fascinating person - definitely a character.  It scientists often are. :),,,1,0
263254,The First Five Pages: A Writer's Guide To Staying Out of the Rejection Pile,Noah Lukeman,"Lukeman, Noah",,"=""068485743X""","=""9780684857435""",5,Touchstone,Paperback,208,2000,2000,2003/02/11,2011/07/12,,,read,"This book is also incredible, very funny and gives extremely useful information about mistakes to avoid while writing novels, with examples.",,,1,0
114822,The Plot Thickens: 8 Ways to Bring Fiction to Life,Noah Lukeman,"Lukeman, Noah",,"=""0312309287""","=""9780312309282""",5,St. Martin's Griffin,Paperback,218,2003,2002,2002/12/10,2011/07/12,,,read,"This is a most excellent and informative book, if you want information on how to arrange plot and create characters for books.  I absolutely loved reading it!",,,1,0
11059458,The Return of Sherlock Holmes,Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",4,,Kindle Edition,318,,1904,2002/10/09,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
877332,Gladys Aylward: The Little Woman,Gladys Aylward,"Aylward, Gladys",Christine Hunter,"=""0802429866""","=""9780802429865""",3,"Moody Press, U.S.",Paperback,153,1970,1970,2002/09/14,2011/07/12,,,read,,,,1,0
295,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis",N.C. Wyeth,"=""0753453800""","=""9780753453803""",4,Kingfisher,Hardcover,352,2001,1882,2002/09/11,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
43035,White Fang,Jack London,"London, Jack",K.A. Applegate,"=""""","=""""",3,Scholastic Paperbacks,Paperback,252,2001,1906,2002/09/08,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
727369,"Danny Dunn on a Desert Island (Danny Dunn, #2)",Jay Williams,"Williams, Jay","Raymond Abrashkin, Ezra Jack Keats","=""067129976X""","=""9780671299767""",5,Archway,Paperback,160,1979,1957,2002/07/08,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
727368,Danny Dunn and the Heat Ray  (Danny Dunn #7),Jay Williams,"Williams, Jay","Raymond Abrashkin, Owen Kampen","=""067144381X""","=""9780671443818""",5,Pocket Books,Mass Market Paperback,138,1979,1962,2002/07/07,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
895886,Lassie Come-Home,Eric Knight,"Knight, Eric",Marguerite Kirmse,"=""0805072063""","=""9780805072068""",3,Henry Holt and Co. (BYR),Hardcover,248,2003,1940,2002/07/21,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
11326573,Hans Brinker or The Silver Skates,Mary Mapes Dodge,"Dodge, Mary Mapes",Edna Cooke,"=""""","=""""",3,,Kindle Edition,406,2011,1865,2002/07/20,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
93,"Heidi (Heidi, #1-2)",Johanna Spyri,"Spyri, Johanna","Angelo Rinaldi, Beverly Cleary","=""0753454947""","=""9780753454947""",5,Kingfisher,Paperback,352,2002,1880,2002/07/16,2011/07/12,,,read,,,,1,0
1138973,Inside Star Trek: The Real Story,Herbert F. Solow,"Solow, Herbert F.",Robert H. Justman,"=""0671896288""","=""9780671896287""",4,Pocket Books,Hardcover,458,1996,1996,2002/01/01,2011/07/12,,,read,,,,1,0
97720,Great Expectations,Charles Dickens,"Dickens, Charles",,"=""1590861531""","=""9781590861530""",0,Brilliance Audio,Audio Cassette,518,2002,1861,,2009/10/18,to-read,to-read (#1),to-read,,,,0,0
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",2,Bantam Books,Paperback,438,2000,1992,,2009/10/18,,,read,,,,1,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,Del Rey Books,Mass Market Paperback,216,2005,1979,,2009/10/18,,,read,,,,1,0
